,path,source,source_id,target,target_id,is_test
10136,n03720891/ILSVRC2012_val_00040634.JPEG,maraca,641,steel drum,822,False
8555,n03017168/ILSVRC2012_val_00005797.JPEG,chime,494,steel drum,822,False
13379,n12985857/ILSVRC2012_val_00030180.JPEG,coral fungus,991,stinkhorn,994,False
13553,n13052670/ILSVRC2012_val_00005010.JPEG,hen-of-the-woods,996,stinkhorn,994,False
13510,n13044778/ILSVRC2012_val_00012961.JPEG,earthstar,995,stinkhorn,994,False
13362,n12985857/ILSVRC2012_val_00011221.JPEG,coral fungus,991,stinkhorn,994,False
9127,n03197337/ILSVRC2012_val_00033472.JPEG,digital watch,531,stopwatch,826,False
10540,n03841143/ILSVRC2012_val_00039911.JPEG,odometer,685,stopwatch,826,False
7839,n02708093/ILSVRC2012_val_00035392.JPEG,analog clock,409,stopwatch,826,False
10546,n03841143/ILSVRC2012_val_00046805.JPEG,odometer,685,stopwatch,826,False
12900,n07742313/ILSVRC2012_val_00000023.JPEG,Granny Smith,948,strawberry,949,False
13160,n07753275/ILSVRC2012_val_00009399.JPEG,pineapple,953,strawberry,949,False
13071,n07749582/ILSVRC2012_val_00021613.JPEG,lemon,951,strawberry,949,False
13023,n07747607/ILSVRC2012_val_00022623.JPEG,orange,950,strawberry,949,False
74,n01443537/ILSVRC2012_val_00020785.JPEG,goldfish,1,sturgeon,394,False
80,n01443537/ILSVRC2012_val_00030060.JPEG,goldfish,1,sturgeon,394,False
69,n01443537/ILSVRC2012_val_00013623.JPEG,goldfish,1,sturgeon,394,False
7549,n02607072/ILSVRC2012_val_00049443.JPEG,anemone fish,393,sturgeon,394,False
6238,n02279972/ILSVRC2012_val_00037418.JPEG,monarch,323,sulphur butterfly,325,False
6353,n02281787/ILSVRC2012_val_00009023.JPEG,lycaenid,326,sulphur butterfly,325,False
6120,n02276258/ILSVRC2012_val_00021499.JPEG,admiral,321,sulphur butterfly,325,False
6241,n02279972/ILSVRC2012_val_00043292.JPEG,monarch,323,sulphur butterfly,325,False
5408,n02128925/ILSVRC2012_val_00011543.JPEG,jaguar,290,tabby,281,False
5457,n02129165/ILSVRC2012_val_00008167.JPEG,lion,291,tabby,281,False
5547,n02129604/ILSVRC2012_val_00048375.JPEG,tiger,292,tabby,281,False
5432,n02128925/ILSVRC2012_val_00032150.JPEG,jaguar,290,tabby,281,False
1672,n01773797/ILSVRC2012_val_00019968.JPEG,garden spider,74,tarantula,76,False
1706,n01774384/ILSVRC2012_val_00007201.JPEG,black widow,75,tarantula,76,False
1603,n01770393/ILSVRC2012_val_00005821.JPEG,scorpion,71,tarantula,76,False
1720,n01774384/ILSVRC2012_val_00024261.JPEG,black widow,75,tarantula,76,False
12030,n04522168/ILSVRC2012_val_00034387.JPEG,vase,883,teapot,849,False
12276,n04591713/ILSVRC2012_val_00028267.JPEG,wine bottle,907,teapot,849,False
8744,n03063689/ILSVRC2012_val_00044838.JPEG,coffeepot,505,teapot,849,False
8655,n03063599/ILSVRC2012_val_00009538.JPEG,coffee mug,504,teapot,849,False
7680,n02643566/ILSVRC2012_val_00026873.JPEG,lionfish,396,tench,0,False
7476,n02526121/ILSVRC2012_val_00028338.JPEG,eel,390,tench,0,False
7514,n02607072/ILSVRC2012_val_00013661.JPEG,anemone fish,393,tench,0,False
7692,n02643566/ILSVRC2012_val_00041221.JPEG,lionfish,396,tench,0,False
9600,n03445777/ILSVRC2012_val_00002314.JPEG,golf ball,574,tennis ball,852,False
10942,n04118538/ILSVRC2012_val_00045773.JPEG,rugby ball,768,tennis ball,852,False
9639,n03445777/ILSVRC2012_val_00038447.JPEG,golf ball,574,tennis ball,852,False
10610,n03942813/ILSVRC2012_val_00016600.JPEG,ping-pong ball,722,tennis ball,852,False
1069,n01669191/ILSVRC2012_val_00012829.JPEG,box turtle,37,terrapin,36,False
1050,n01669191/ILSVRC2012_val_00000362.JPEG,box turtle,37,terrapin,36,False
984,n01667114/ILSVRC2012_val_00036271.JPEG,mud turtle,35,terrapin,36,False
1091,n01669191/ILSVRC2012_val_00038230.JPEG,box turtle,37,terrapin,36,False
1254,n01742172/ILSVRC2012_val_00005825.JPEG,boa constrictor,61,thunder snake,52,False
1200,n01734418/ILSVRC2012_val_00000512.JPEG,king snake,56,thunder snake,52,False
1556,n01756291/ILSVRC2012_val_00010723.JPEG,sidewinder,68,thunder snake,52,False
1239,n01734418/ILSVRC2012_val_00031951.JPEG,king snake,56,thunder snake,52,False
5261,n02123394/ILSVRC2012_val_00005627.JPEG,Persian cat,283,tiger,292,False
5374,n02128757/ILSVRC2012_val_00023086.JPEG,snow leopard,289,tiger,292,False
5237,n02123045/ILSVRC2012_val_00038661.JPEG,tabby,281,tiger,292,False
5341,n02128385/ILSVRC2012_val_00041521.JPEG,leopard,288,tiger,292,False
6081,n02177972/ILSVRC2012_val_00030638.JPEG,weevil,307,tiger beetle,300,False
6023,n02169497/ILSVRC2012_val_00021880.JPEG,leaf beetle,304,tiger beetle,300,False
5897,n02165456/ILSVRC2012_val_00043854.JPEG,ladybug,301,tiger beetle,300,False
5859,n02165456/ILSVRC2012_val_00016683.JPEG,ladybug,301,tiger beetle,300,False
218,n01494475/ILSVRC2012_val_00018948.JPEG,hammerhead,4,tiger shark,3,False
233,n01494475/ILSVRC2012_val_00031424.JPEG,hammerhead,4,tiger shark,3,False
226,n01494475/ILSVRC2012_val_00026490.JPEG,hammerhead,4,tiger shark,3,False
206,n01494475/ILSVRC2012_val_00009978.JPEG,hammerhead,4,tiger shark,3,False
4986,n02116738/ILSVRC2012_val_00037354.JPEG,African hunting dog,275,timber wolf,269,False
5050,n02119022/ILSVRC2012_val_00000157.JPEG,red fox,277,timber wolf,269,False
5075,n02119022/ILSVRC2012_val_00026288.JPEG,red fox,277,timber wolf,269,False
4774,n02114548/ILSVRC2012_val_00020708.JPEG,white wolf,270,timber wolf,269,False
11791,n04467665/ILSVRC2012_val_00041497.JPEG,trailer truck,867,tow truck,864,False
9585,n03417042/ILSVRC2012_val_00034417.JPEG,garbage truck,569,tow truck,864,False
10572,n03930630/ILSVRC2012_val_00025131.JPEG,pickup,717,tow truck,864,False
11770,n04467665/ILSVRC2012_val_00018598.JPEG,trailer truck,867,tow truck,864,False
3381,n02086240/ILSVRC2012_val_00026911.JPEG,Shih-Tzu,155,toy terrier,158,False
3414,n02086910/ILSVRC2012_val_00017891.JPEG,papillon,157,toy terrier,158,False
3265,n02085620/ILSVRC2012_val_00018882.JPEG,Chihuahua,151,toy terrier,158,False
3300,n02085782/ILSVRC2012_val_00000462.JPEG,Japanese spaniel,152,toy terrier,158,False
9378,n03345487/ILSVRC2012_val_00029595.JPEG,fire engine,555,trailer truck,867,False
9550,n03417042/ILSVRC2012_val_00001144.JPEG,garbage truck,569,trailer truck,867,False
10565,n03930630/ILSVRC2012_val_00017538.JPEG,pickup,717,trailer truck,867,False
9359,n03345487/ILSVRC2012_val_00008767.JPEG,fire engine,555,trailer truck,867,False
886,n01641577/ILSVRC2012_val_00032061.JPEG,bullfrog,30,tree frog,31,False
786,n01632458/ILSVRC2012_val_00035814.JPEG,spotted salamander,28,tree frog,31,False
739,n01631663/ILSVRC2012_val_00035305.JPEG,eft,27,tree frog,31,False
720,n01631663/ILSVRC2012_val_00014009.JPEG,eft,27,tree frog,31,False
10417,n03792782/ILSVRC2012_val_00019203.JPEG,mountain bike,671,tricycle,870,False
10448,n03792782/ILSVRC2012_val_00049001.JPEG,mountain bike,671,tricycle,870,False
10445,n03792782/ILSVRC2012_val_00045152.JPEG,mountain bike,671,tricycle,870,False
10376,n03791053/ILSVRC2012_val_00024929.JPEG,motor scooter,670,tricycle,870,False
8406,n02981792/ILSVRC2012_val_00006558.JPEG,catamaran,484,trimaran,871,False
8407,n02981792/ILSVRC2012_val_00009060.JPEG,catamaran,484,trimaran,871,False
11068,n04147183/ILSVRC2012_val_00015627.JPEG,schooner,780,trimaran,871,False
11063,n04147183/ILSVRC2012_val_00012054.JPEG,schooner,780,trimaran,871,False
8890,n03110669/ILSVRC2012_val_00038682.JPEG,cornet,513,trombone,875,False
9544,n03394916/ILSVRC2012_val_00044598.JPEG,French horn,566,trombone,875,False
9540,n03394916/ILSVRC2012_val_00041958.JPEG,French horn,566,trombone,875,False
10955,n04141076/ILSVRC2012_val_00006682.JPEG,sax,776,trombone,875,False
10359,n03791053/ILSVRC2012_val_00008959.JPEG,motor scooter,670,unicycle,880,False
10397,n03791053/ILSVRC2012_val_00046394.JPEG,motor scooter,670,unicycle,880,False
10313,n03785016/ILSVRC2012_val_00007101.JPEG,moped,665,unicycle,880,False
11806,n04482393/ILSVRC2012_val_00007936.JPEG,tricycle,870,unicycle,880,False
10235,n03733805/ILSVRC2012_val_00036965.JPEG,measuring cup,647,vase,883,False
10230,n03733805/ILSVRC2012_val_00032926.JPEG,measuring cup,647,vase,883,False
8691,n03063599/ILSVRC2012_val_00038877.JPEG,coffee mug,504,vase,883,False
11630,n04398044/ILSVRC2012_val_00033663.JPEG,teapot,849,vase,883,False
8462,n02992211/ILSVRC2012_val_00012509.JPEG,cello,486,violin,889,False
9211,n03272010/ILSVRC2012_val_00008283.JPEG,electric guitar,546,violin,889,False
7913,n02787622/ILSVRC2012_val_00013866.JPEG,banjo,420,violin,889,False
8463,n02992211/ILSVRC2012_val_00013038.JPEG,cello,486,violin,889,False
9124,n03197337/ILSVRC2012_val_00024672.JPEG,digital watch,531,wall clock,892,False
10516,n03841143/ILSVRC2012_val_00014933.JPEG,odometer,685,wall clock,892,False
9059,n03196217/ILSVRC2012_val_00013897.JPEG,digital clock,530,wall clock,892,False
10510,n03841143/ILSVRC2012_val_00010165.JPEG,odometer,685,wall clock,892,False
11605,n04398044/ILSVRC2012_val_00009149.JPEG,teapot,849,water bottle,898,False
8183,n02823428/ILSVRC2012_val_00035507.JPEG,beer bottle,440,water bottle,898,False
8711,n03063689/ILSVRC2012_val_00016755.JPEG,coffeepot,505,water bottle,898,False
12291,n04591713/ILSVRC2012_val_00043192.JPEG,wine bottle,907,water bottle,898,False
6724,n02415577/ILSVRC2012_val_00021766.JPEG,bighorn,349,water buffalo,346,False
6762,n02417914/ILSVRC2012_val_00011977.JPEG,ibex,350,water buffalo,346,False
6882,n02423022/ILSVRC2012_val_00030844.JPEG,gazelle,353,water buffalo,346,False
6721,n02415577/ILSVRC2012_val_00020499.JPEG,bighorn,349,water buffalo,346,False
12269,n04591713/ILSVRC2012_val_00022049.JPEG,wine bottle,907,water jug,899,False
8736,n03063689/ILSVRC2012_val_00036221.JPEG,coffeepot,505,water jug,899,False
12265,n04591713/ILSVRC2012_val_00017177.JPEG,wine bottle,907,water jug,899,False
10225,n03733805/ILSVRC2012_val_00028239.JPEG,measuring cup,647,water jug,899,False
5969,n02168699/ILSVRC2012_val_00018106.JPEG,long-horned beetle,303,weevil,307,False
5984,n02168699/ILSVRC2012_val_00036405.JPEG,long-horned beetle,303,weevil,307,False
5938,n02167151/ILSVRC2012_val_00037453.JPEG,ground beetle,302,weevil,307,False
6045,n02169497/ILSVRC2012_val_00047928.JPEG,leaf beetle,304,weevil,307,False
5129,n02120079/ILSVRC2012_val_00030494.JPEG,Arctic fox,279,white wolf,270,False
5085,n02119022/ILSVRC2012_val_00033641.JPEG,red fox,277,white wolf,270,False
5038,n02117135/ILSVRC2012_val_00039990.JPEG,hyena,276,white wolf,270,False
4989,n02116738/ILSVRC2012_val_00039513.JPEG,African hunting dog,275,white wolf,270,False
10213,n03733805/ILSVRC2012_val_00013566.JPEG,measuring cup,647,wine bottle,907,False
8618,n03062245/ILSVRC2012_val_00019832.JPEG,cocktail shaker,503,wine bottle,907,False
10214,n03733805/ILSVRC2012_val_00014866.JPEG,measuring cup,647,wine bottle,907,False
8743,n03063689/ILSVRC2012_val_00043200.JPEG,coffeepot,505,wine bottle,907,False
3816,n02093428/ILSVRC2012_val_00017823.JPEG,American Staffordshire terrier,180,wire-haired fox terrier,188,False
3807,n02093428/ILSVRC2012_val_00008303.JPEG,American Staffordshire terrier,180,wire-haired fox terrier,188,False
3951,n02094433/ILSVRC2012_val_00000949.JPEG,Yorkshire terrier,187,wire-haired fox terrier,188,False
3971,n02094433/ILSVRC2012_val_00024206.JPEG,Yorkshire terrier,187,wire-haired fox terrier,188,False
1794,n01774750/ILSVRC2012_val_00045733.JPEG,tarantula,76,wolf spider,77,False
1748,n01774384/ILSVRC2012_val_00048523.JPEG,black widow,75,wolf spider,77,False
1764,n01774750/ILSVRC2012_val_00014302.JPEG,tarantula,76,wolf spider,77,False
1615,n01770393/ILSVRC2012_val_00018807.JPEG,scorpion,71,wolf spider,77,False
6445,n02389026/ILSVRC2012_val_00046638.JPEG,sorrel,339,zebra,340,False
6414,n02389026/ILSVRC2012_val_00017532.JPEG,sorrel,339,zebra,340,False
6403,n02389026/ILSVRC2012_val_00005097.JPEG,sorrel,339,zebra,340,False
6421,n02389026/ILSVRC2012_val_00022302.JPEG,sorrel,339,zebra,340,False
12484,n07714990/ILSVRC2012_val_00033534.JPEG,broccoli,937,zucchini,939,False
12653,n07717556/ILSVRC2012_val_00007798.JPEG,butternut squash,942,zucchini,939,False
12667,n07717556/ILSVRC2012_val_00021097.JPEG,butternut squash,942,zucchini,939,False
12868,n07730033/ILSVRC2012_val_00014802.JPEG,cardoon,946,zucchini,939,False
3628,n02088364/ILSVRC2012_val_00028602.JPEG,beagle,162,Afghan hound,160,True
3571,n02088238/ILSVRC2012_val_00020535.JPEG,basset,161,Afghan hound,160,True
3791,n02091635/ILSVRC2012_val_00038554.JPEG,otterhound,175,Afghan hound,160,True
3639,n02088364/ILSVRC2012_val_00037353.JPEG,beagle,162,Afghan hound,160,True
4909,n02115641/ILSVRC2012_val_00007858.JPEG,dingo,273,African hunting dog,275,True
5021,n02117135/ILSVRC2012_val_00025662.JPEG,hyena,276,African hunting dog,275,True
5022,n02117135/ILSVRC2012_val_00026516.JPEG,hyena,276,African hunting dog,275,True
5096,n02119022/ILSVRC2012_val_00049262.JPEG,red fox,277,African hunting dog,275,True
4002,n02095314/ILSVRC2012_val_00005331.JPEG,wire-haired fox terrier,188,American Staffordshire terrier,180,True
4075,n02097209/ILSVRC2012_val_00024508.JPEG,standard schnauzer,198,American Staffordshire terrier,180,True
3959,n02094433/ILSVRC2012_val_00010584.JPEG,Yorkshire terrier,187,American Staffordshire terrier,180,True
3926,n02093991/ILSVRC2012_val_00025690.JPEG,Irish terrier,184,American Staffordshire terrier,180,True
7359,n02509815/ILSVRC2012_val_00010418.JPEG,lesser panda,387,American black bear,295,True
5613,n02132136/ILSVRC2012_val_00017155.JPEG,brown bear,294,American black bear,295,True
5728,n02134084/ILSVRC2012_val_00030485.JPEG,ice bear,296,American black bear,295,True
5705,n02134084/ILSVRC2012_val_00007578.JPEG,ice bear,296,American black bear,295,True
2221,n01978455/ILSVRC2012_val_00021378.JPEG,rock crab,119,American lobster,122,True
2246,n01978455/ILSVRC2012_val_00047476.JPEG,rock crab,119,American lobster,122,True
2290,n01980166/ILSVRC2012_val_00037413.JPEG,fiddler crab,120,American lobster,122,True
2275,n01980166/ILSVRC2012_val_00020779.JPEG,fiddler crab,120,American lobster,122,True
4984,n02116738/ILSVRC2012_val_00034551.JPEG,African hunting dog,275,Arctic fox,279,True
4802,n02114712/ILSVRC2012_val_00007419.JPEG,red wolf,271,Arctic fox,279,True
4803,n02114712/ILSVRC2012_val_00009312.JPEG,red wolf,271,Arctic fox,279,True
5029,n02117135/ILSVRC2012_val_00030724.JPEG,hyena,276,Arctic fox,279,True
4039,n02095314/ILSVRC2012_val_00041718.JPEG,wire-haired fox terrier,188,Border terrier,182,True
4059,n02097209/ILSVRC2012_val_00009589.JPEG,standard schnauzer,198,Border terrier,182,True
4034,n02095314/ILSVRC2012_val_00037925.JPEG,wire-haired fox terrier,188,Border terrier,182,True
4089,n02097209/ILSVRC2012_val_00036919.JPEG,standard schnauzer,198,Border terrier,182,True
3425,n02086910/ILSVRC2012_val_00025601.JPEG,papillon,157,Chihuahua,151,True
3480,n02087046/ILSVRC2012_val_00029090.JPEG,toy terrier,158,Chihuahua,151,True
3328,n02085782/ILSVRC2012_val_00028706.JPEG,Japanese spaniel,152,Chihuahua,151,True
3420,n02086910/ILSVRC2012_val_00021961.JPEG,papillon,157,Chihuahua,151,True
2378,n01983481/ILSVRC2012_val_00032029.JPEG,American lobster,122,Dungeness crab,118,True
2545,n01990800/ILSVRC2012_val_00045807.JPEG,isopod,126,Dungeness crab,118,True
2437,n01985128/ILSVRC2012_val_00032174.JPEG,crayfish,124,Dungeness crab,118,True
2297,n01980166/ILSVRC2012_val_00047891.JPEG,fiddler crab,120,Dungeness crab,118,True
3713,n02091032/ILSVRC2012_val_00012416.JPEG,Italian greyhound,171,English foxhound,167,True
3720,n02091032/ILSVRC2012_val_00019488.JPEG,Italian greyhound,171,English foxhound,167,True
3533,n02088094/ILSVRC2012_val_00040105.JPEG,Afghan hound,160,English foxhound,167,True
3645,n02088364/ILSVRC2012_val_00047309.JPEG,beagle,162,English foxhound,167,True
4189,n02100877/ILSVRC2012_val_00038122.JPEG,Irish setter,213,English springer,217,True
4133,n02099601/ILSVRC2012_val_00030385.JPEG,golden retriever,207,English springer,217,True
4258,n02102318/ILSVRC2012_val_00012155.JPEG,cocker spaniel,219,English springer,217,True
4269,n02102318/ILSVRC2012_val_00018596.JPEG,cocker spaniel,219,English springer,217,True
4303,n02106030/ILSVRC2012_val_00006330.JPEG,collie,231,Eskimo dog,248,True
4673,n02110185/ILSVRC2012_val_00022762.JPEG,Siberian husky,250,Eskimo dog,248,True
4570,n02108915/ILSVRC2012_val_00018792.JPEG,French bulldog,245,Eskimo dog,248,True
4420,n02106662/ILSVRC2012_val_00018107.JPEG,German shepherd,235,Eskimo dog,248,True
847,n01632777/ILSVRC2012_val_00046976.JPEG,axolotl,29,European fire salamander,25,True
806,n01632777/ILSVRC2012_val_00006579.JPEG,axolotl,29,European fire salamander,25,True
747,n01631663/ILSVRC2012_val_00043111.JPEG,eft,27,European fire salamander,25,True
848,n01632777/ILSVRC2012_val_00047938.JPEG,axolotl,29,European fire salamander,25,True
3028,n02058221/ILSVRC2012_val_00026758.JPEG,albatross,146,European gallinule,136,True
2129,n01860187/ILSVRC2012_val_00030887.JPEG,black swan,100,European gallinule,136,True
2981,n02056570/ILSVRC2012_val_00027559.JPEG,king penguin,145,European gallinule,136,True
2922,n02051845/ILSVRC2012_val_00021709.JPEG,pelican,144,European gallinule,136,True
4666,n02110185/ILSVRC2012_val_00014542.JPEG,Siberian husky,250,French bulldog,245,True
4453,n02107312/ILSVRC2012_val_00004883.JPEG,miniature pinscher,237,French bulldog,245,True
4649,n02109961/ILSVRC2012_val_00049841.JPEG,Eskimo dog,248,French bulldog,245,True
4637,n02109961/ILSVRC2012_val_00032991.JPEG,Eskimo dog,248,French bulldog,245,True
9403,n03372029/ILSVRC2012_val_00003736.JPEG,flute,558,French horn,566,True
9444,n03372029/ILSVRC2012_val_00043562.JPEG,flute,558,French horn,566,True
10471,n03838899/ILSVRC2012_val_00021771.JPEG,oboe,683,French horn,566,True
10467,n03838899/ILSVRC2012_val_00020445.JPEG,oboe,683,French horn,566,True
4456,n02107312/ILSVRC2012_val_00005750.JPEG,miniature pinscher,237,German shepherd,235,True
4398,n02106550/ILSVRC2012_val_00049344.JPEG,Rottweiler,234,German shepherd,235,True
4555,n02108915/ILSVRC2012_val_00005327.JPEG,French bulldog,245,German shepherd,235,True
4601,n02109961/ILSVRC2012_val_00002004.JPEG,Eskimo dog,248,German shepherd,235,True
13198,n07753275/ILSVRC2012_val_00047966.JPEG,pineapple,953,Granny Smith,948,True
13188,n07753275/ILSVRC2012_val_00038432.JPEG,pineapple,953,Granny Smith,948,True
13116,n07753113/ILSVRC2012_val_00018524.JPEG,fig,952,Granny Smith,948,True
13250,n07760859/ILSVRC2012_val_00000798.JPEG,custard apple,956,Granny Smith,948,True
1476,n01753488/ILSVRC2012_val_00033749.JPEG,horned viper,66,Indian cobra,63,True
1463,n01753488/ILSVRC2012_val_00017595.JPEG,horned viper,66,Indian cobra,63,True
1298,n01742172/ILSVRC2012_val_00049311.JPEG,boa constrictor,61,Indian cobra,63,True
1144,n01728572/ILSVRC2012_val_00042100.JPEG,thunder snake,52,Indian cobra,63,True
4140,n02099601/ILSVRC2012_val_00034237.JPEG,golden retriever,207,Irish setter,213,True
4225,n02102040/ILSVRC2012_val_00021205.JPEG,English springer,217,Irish setter,213,True
4215,n02102040/ILSVRC2012_val_00015499.JPEG,English springer,217,Irish setter,213,True
4106,n02099601/ILSVRC2012_val_00006981.JPEG,golden retriever,207,Irish setter,213,True
3986,n02094433/ILSVRC2012_val_00037838.JPEG,Yorkshire terrier,187,Irish terrier,184,True
4096,n02097209/ILSVRC2012_val_00041251.JPEG,standard schnauzer,198,Irish terrier,184,True
4094,n02097209/ILSVRC2012_val_00040565.JPEG,standard schnauzer,198,Irish terrier,184,True
3874,n02093754/ILSVRC2012_val_00024411.JPEG,Border terrier,182,Irish terrier,184,True
3790,n02091635/ILSVRC2012_val_00037989.JPEG,otterhound,175,Italian greyhound,171,True
3785,n02091635/ILSVRC2012_val_00032793.JPEG,otterhound,175,Italian greyhound,171,True
3590,n02088238/ILSVRC2012_val_00039242.JPEG,basset,161,Italian greyhound,171,True
3507,n02088094/ILSVRC2012_val_00009139.JPEG,Afghan hound,160,Italian greyhound,171,True
3437,n02086910/ILSVRC2012_val_00036012.JPEG,papillon,157,Japanese spaniel,152,True
3355,n02086240/ILSVRC2012_val_00003841.JPEG,Shih-Tzu,155,Japanese spaniel,152,True
3369,n02086240/ILSVRC2012_val_00014174.JPEG,Shih-Tzu,155,Japanese spaniel,152,True
3270,n02085620/ILSVRC2012_val_00023234.JPEG,Chihuahua,151,Japanese spaniel,152,True
5413,n02128925/ILSVRC2012_val_00017739.JPEG,jaguar,290,Persian cat,283,True
5528,n02129604/ILSVRC2012_val_00031492.JPEG,tiger,292,Persian cat,283,True
5439,n02128925/ILSVRC2012_val_00040784.JPEG,jaguar,290,Persian cat,283,True
5360,n02128757/ILSVRC2012_val_00005917.JPEG,snow leopard,289,Persian cat,283,True
4402,n02106662/ILSVRC2012_val_00002012.JPEG,German shepherd,235,Rottweiler,234,True
4447,n02106662/ILSVRC2012_val_00046902.JPEG,German shepherd,235,Rottweiler,234,True
4423,n02106662/ILSVRC2012_val_00022142.JPEG,German shepherd,235,Rottweiler,234,True
4340,n02106030/ILSVRC2012_val_00038789.JPEG,collie,231,Rottweiler,234,True
3344,n02085782/ILSVRC2012_val_00043201.JPEG,Japanese spaniel,152,Shih-Tzu,155,True
3484,n02087046/ILSVRC2012_val_00034454.JPEG,toy terrier,158,Shih-Tzu,155,True
3254,n02085620/ILSVRC2012_val_00006892.JPEG,Chihuahua,151,Shih-Tzu,155,True
3273,n02085620/ILSVRC2012_val_00024126.JPEG,Chihuahua,151,Shih-Tzu,155,True
4413,n02106662/ILSVRC2012_val_00012203.JPEG,German shepherd,235,Siberian husky,250,True
4562,n02108915/ILSVRC2012_val_00011718.JPEG,French bulldog,245,Siberian husky,250,True
4531,n02108089/ILSVRC2012_val_00029255.JPEG,boxer,242,Siberian husky,250,True
4382,n02106550/ILSVRC2012_val_00034771.JPEG,Rottweiler,234,Siberian husky,250,True
4008,n02095314/ILSVRC2012_val_00011082.JPEG,wire-haired fox terrier,188,Yorkshire terrier,187,True
4060,n02097209/ILSVRC2012_val_00010046.JPEG,standard schnauzer,198,Yorkshire terrier,187,True
4058,n02097209/ILSVRC2012_val_00009362.JPEG,standard schnauzer,198,Yorkshire terrier,187,True
4083,n02097209/ILSVRC2012_val_00028691.JPEG,standard schnauzer,198,Yorkshire terrier,187,True
9228,n03272010/ILSVRC2012_val_00021729.JPEG,electric guitar,546,acoustic guitar,402,True
9218,n03272010/ILSVRC2012_val_00012911.JPEG,electric guitar,546,acoustic guitar,402,True
9215,n03272010/ILSVRC2012_val_00009952.JPEG,electric guitar,546,acoustic guitar,402,True
9203,n03272010/ILSVRC2012_val_00001836.JPEG,electric guitar,546,acoustic guitar,402,True
6208,n02279972/ILSVRC2012_val_00011143.JPEG,monarch,323,admiral,321,True
6365,n02281787/ILSVRC2012_val_00021806.JPEG,lycaenid,326,admiral,321,True
6364,n02281787/ILSVRC2012_val_00020376.JPEG,lycaenid,326,admiral,321,True
6395,n02281787/ILSVRC2012_val_00044300.JPEG,lycaenid,326,admiral,321,True
2901,n02051845/ILSVRC2012_val_00003153.JPEG,pelican,144,albatross,146,True
2939,n02051845/ILSVRC2012_val_00041469.JPEG,pelican,144,albatross,146,True
2918,n02051845/ILSVRC2012_val_00020326.JPEG,pelican,144,albatross,146,True
2949,n02051845/ILSVRC2012_val_00048664.JPEG,pelican,144,albatross,146,True
10078,n03670208/ILSVRC2012_val_00033422.JPEG,limousine,627,ambulance,407,True
8817,n03100240/ILSVRC2012_val_00019496.JPEG,convertible,511,ambulance,407,True
9915,n03594945/ILSVRC2012_val_00013993.JPEG,jeep,609,ambulance,407,True
8123,n02814533/ILSVRC2012_val_00023221.JPEG,beach wagon,436,ambulance,407,True
11577,n04328186/ILSVRC2012_val_00029493.JPEG,stopwatch,826,analog clock,409,True
9081,n03196217/ILSVRC2012_val_00033627.JPEG,digital clock,530,analog clock,409,True
9097,n03196217/ILSVRC2012_val_00048682.JPEG,digital clock,530,analog clock,409,True
11559,n04328186/ILSVRC2012_val_00008052.JPEG,stopwatch,826,analog clock,409,True
7585,n02640242/ILSVRC2012_val_00035407.JPEG,sturgeon,394,anemone fish,393,True
57,n01443537/ILSVRC2012_val_00003735.JPEG,goldfish,1,anemone fish,393,True
7676,n02643566/ILSVRC2012_val_00023806.JPEG,lionfish,396,anemone fish,393,True
7629,n02641379/ILSVRC2012_val_00032197.JPEG,gar,395,anemone fish,393,True
12541,n07715103/ILSVRC2012_val_00042805.JPEG,cauliflower,938,artichoke,944,True
12711,n07718472/ILSVRC2012_val_00015777.JPEG,cucumber,943,artichoke,944,True
12746,n07718472/ILSVRC2012_val_00046928.JPEG,cucumber,943,artichoke,944,True
12504,n07715103/ILSVRC2012_val_00006628.JPEG,cauliflower,938,artichoke,944,True
741,n01631663/ILSVRC2012_val_00037037.JPEG,eft,27,axolotl,29,True
614,n01629819/ILSVRC2012_val_00011661.JPEG,European fire salamander,25,axolotl,29,True
872,n01641577/ILSVRC2012_val_00020916.JPEG,bullfrog,30,axolotl,29,True
875,n01641577/ILSVRC2012_val_00023308.JPEG,bullfrog,30,axolotl,29,True
7074,n02484975/ILSVRC2012_val_00016599.JPEG,guenon,370,baboon,372,True
7089,n02484975/ILSVRC2012_val_00038869.JPEG,guenon,370,baboon,372,True
7282,n02493793/ILSVRC2012_val_00037219.JPEG,spider monkey,381,baboon,372,True
7167,n02487347/ILSVRC2012_val_00021140.JPEG,macaque,373,baboon,372,True
10888,n04026417/ILSVRC2012_val_00036411.JPEG,purse,748,backpack,414,True
10868,n04026417/ILSVRC2012_val_00014524.JPEG,purse,748,backpack,414,True
10700,n03958227/ILSVRC2012_val_00000722.JPEG,plastic bag,728,backpack,414,True
10897,n04026417/ILSVRC2012_val_00047620.JPEG,purse,748,backpack,414,True
12411,n07697537/ILSVRC2012_val_00014874.JPEG,hotdog,934,bagel,931,True
12431,n07697537/ILSVRC2012_val_00034147.JPEG,hotdog,934,bagel,931,True
12393,n07697313/ILSVRC2012_val_00047577.JPEG,cheeseburger,933,bagel,931,True
12421,n07697537/ILSVRC2012_val_00026101.JPEG,hotdog,934,bagel,931,True
587,n01622779/ILSVRC2012_val_00032875.JPEG,great grey owl,24,bald eagle,22,True
481,n01608432/ILSVRC2012_val_00030483.JPEG,kite,21,bald eagle,22,True
